Date,Name,Year,Letterboxd URI,Rating,Average Rating,Length (mins)
2024-08-03,The Emperor's New Groove,2000,https://boxd.it/1Tey,3.5,3.89,78.0
2024-08-03,Venom,2018,https://boxd.it/b8wA,1.5,2.85,112.0
2024-08-03,Cloudy with a Chance of Meatballs,2009,https://boxd.it/1A40,3.0,3.35,90.0
2024-08-03,Paddington,2014,https://boxd.it/3RKw,2.5,3.79,96.0
2024-08-03,Monsters vs Aliens,2009,https://boxd.it/1M50,3.0,2.8,94.0
2024-08-03,Black Mirror: The Entire History of You,2011,https://boxd.it/hQZ4,3.5,3.72,49.0
2024-08-03,Yesterday,2019,https://boxd.it/iF7M,2.0,2.9,116.0
2024-08-03,Trading Places,1983,https://boxd.it/28sK,3.0,3.62,116.0
2024-08-03,Air Force One,1997,https://boxd.it/1XQw,3.0,3.21,124.0
2024-08-03,Crazy Rich Asians,2018,https://boxd.it/gfnK,3.0,3.49,121.0
2024-08-03,Anna and the Apocalypse,2017,https://boxd.it/gwcE,3.0,3.1,98.0
2024-08-03,Sherlock: The Blind Banker,2010,https://boxd.it/mwHY,3.0,3.65,89.0
2024-08-03,Sherlock: The Sign of Three,2014,https://boxd.it/mwSs,3.0,4.05,86.0
2024-08-03,Sherlock: The Lying Detective,2017,https://boxd.it/uBH6,3.0,3.86,89.0
2024-08-03,Sherlock: The Hounds of Baskerville,2012,https://boxd.it/mwHu,2.5,3.76,88.0
2024-08-03,Sherlock: The Reichenbach Fall,2012,https://boxd.it/mwV2,3.5,4.38,88.0
2024-08-07,Hunt for the Wilderpeople,2016,https://boxd.it/cTgG,4.0,4.06,101.0
2024-08-07,Not Another Teen Movie,2001,https://boxd.it/1TWq,3.0,2.74,89.0
2024-08-08,Blade,1998,https://boxd.it/1a8A,3.0,3.43,121.0
2024-08-13,Bullet Train,2022,https://boxd.it/qW26,3.5,3.55,126.0
2024-08-14,A Very Potter Musical,2009,https://boxd.it/u7q,3.5,4.16,166.0
2024-08-14,A Very Potter Sequel,2010,https://boxd.it/j4q,3.5,3.96,213.0
2024-08-14,A Very Potter Senior Year,2013,https://boxd.it/5FPo,3.0,3.57,207.0
2024-08-14,Holy Musical B@man!,2012,https://boxd.it/3ySm,3.0,3.83,128.0
2024-08-15,Tour de Pharmacy,2017,https://boxd.it/gnxS,3.0,3.53,41.0
2024-08-20,Watchmen: Chapter I,2024,https://boxd.it/HGKK,1.5,3.53,84.0
2024-08-20,Game Night,2018,https://boxd.it/fRtu,3.5,3.51,100.0
2024-09-03,Hellboy,2004,https://boxd.it/28HK,3.0,3.41,122.0
2024-09-04,Kung Fury,2015,https://boxd.it/7mSM,4.0,3.57,32.0
2024-09-05,The Producers,1967,https://boxd.it/1lMm,1.0,3.79,88.0
2024-09-10,Memories of Murder,2003,https://boxd.it/1TSo,3.5,4.41,131.0
2024-09-10,Last Night in Soho,2021,https://boxd.it/lbJC,4.0,3.41,116.0
2024-09-10,American History X,1998,https://boxd.it/2bdo,4.0,4.12,119.0
2024-09-10,Spider-Man: No Way Home,2021,https://boxd.it/nwRw,4.0,3.85,148.0
2024-09-10,The Silence of the Lambs,1991,https://boxd.it/2aHW,4.5,4.33,119.0
2024-09-12,Constantine,2005,https://boxd.it/2a7E,3.0,3.35,121.0
2024-09-12,Logan Lucky,2017,https://boxd.it/dZrs,3.5,3.55,118.0
2024-09-13,Predator,1987,https://boxd.it/2b84,3.0,3.78,107.0
2024-09-24,The Secret of Kells,2009,https://boxd.it/1sMI,2.5,3.83,78.0
2024-09-25,Being John Malkovich,1999,https://boxd.it/2ahu,1.5,4.08,113.0
2024-10-03,Hellboy II: The Golden Army,2008,https://boxd.it/1Ug6,3.5,3.41,120.0
2024-10-04,Prey,2022,https://boxd.it/sNBU,3.5,3.57,100.0
2024-10-07,Airplane!,1980,https://boxd.it/29yu,4.0,3.84,88.0
2024-10-07,The Naked Gun: From the Files of Police Squad!,1988,https://boxd.it/18YE,3.5,3.76,86.0
2024-10-10,It's Such a Beautiful Day,2012,https://boxd.it/hCY2,3.5,4.38,62.0
2024-10-10,Fargo,1996,https://boxd.it/2aHM,2.5,4.21,98.0
2024-10-10,Back to the Future,1985,https://boxd.it/2b8e,4.0,4.2,116.0
2024-10-14,Over the Garden Wall,2014,https://boxd.it/eqFw,4.5,4.62,109.0
2024-10-16,7 Days in Hell,2015,https://boxd.it/8VZ6,3.5,3.51,43.0
2024-10-16,The Batman,2022,https://boxd.it/eDGs,3.5,3.98,177.0
2024-10-16,Avatar: The Way of Water,2022,https://boxd.it/2E2E,3.0,3.61,192.0
2024-10-17,Beetlejuice,1988,https://boxd.it/24QI,3.0,3.74,92.0
2024-10-19,Harakiri,1962,https://boxd.it/1NTU,4.0,4.69,135.0
2024-10-21,One Flew Over the Cuckoo's Nest,1975,https://boxd.it/2aeA,3.0,4.36,133.0
2024-10-21,Paper Moon,1973,https://boxd.it/1Ud2,2.5,4.35,102.0
2024-10-23,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/kSz4,3.5,4.45,140.0
2024-10-23,The Shining,1980,https://boxd.it/29Nu,3.0,4.24,144.0
2024-10-23,Doctor Sleep,2019,https://boxd.it/i5vI,3.0,3.36,152.0
2024-10-24,Chaplin,1992,https://boxd.it/1WgW,2.5,3.59,143.0
2024-10-25,Alien: Romulus,2024,https://boxd.it/zGqO,3.0,3.62,119.0
2024-10-25,Alien,1979,https://boxd.it/2awY,3.0,4.28,117.0
2024-10-25,Aliens,1986,https://boxd.it/29PA,3.0,4.15,137.0
2024-10-29,About Time,2013,https://boxd.it/43bI,5.0,4.03,123.0
2024-10-31,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,3.5,3.76,152.0
2024-11-01,Agatha All Along,2024,https://boxd.it/Q5dC,3.5,3.87,379.0
2024-11-03,The Frighteners,1996,https://boxd.it/1Vq2,3.5,3.45,110.0
2024-11-03,Chronicle,2012,https://boxd.it/2Emk,3.5,3.51,84.0
2024-11-04,Bad Times at the El Royale,2018,https://boxd.it/fSA2,3.5,3.47,141.0
2024-11-04,Who Framed Roger Rabbit,1988,https://boxd.it/29ry,3.0,3.94,104.0
2024-11-04,The Chorus,2004,https://boxd.it/22X8,3.0,3.98,97.0
2024-11-04,A Nightmare on Elm Street,1984,https://boxd.it/2aw0,2.5,3.72,91.0
2024-11-04,Pokémon Detective Pikachu,2019,https://boxd.it/fVA0,3.0,3.04,105.0
2024-11-04,Who Killed Captain Alex?,2010,https://boxd.it/adJ8,2.0,4.17,68.0
2024-11-05,The Raid,2011,https://boxd.it/3hBy,4.5,4.02,101.0
2024-11-06,The Raid 2,2014,https://boxd.it/5uz0,4.0,4.03,150.0
2024-11-06,Ernest & Celestine,2012,https://boxd.it/493A,3.0,4.12,79.0
2024-11-06,Klaus,2019,https://boxd.it/ipoi,2.5,4.16,96.0
2024-11-06,The King's Speech,2010,https://boxd.it/dX0,3.0,3.79,118.0
2024-11-06,Frozen II,2019,https://boxd.it/aPvo,2.5,3.13,103.0
2024-11-06,Alice in Wonderland,2010,https://boxd.it/1Spq,2.0,3.16,108.0
2024-11-06,Shrek 2,2004,https://boxd.it/29z8,3.0,4.07,92.0
2024-11-06,Superbad,2007,https://boxd.it/20hO,2.5,3.89,113.0
2024-11-06,Legally Blonde,2001,https://boxd.it/1ZNa,3.0,3.8,96.0
2024-11-07,Kiss Kiss Bang Bang,2005,https://boxd.it/23c8,2.5,3.76,103.0
2024-11-07,Rush,2013,https://boxd.it/3lyS,3.5,3.82,123.0
2024-11-08,Austin Powers: International Man of Mystery,1997,https://boxd.it/29y0,3.0,3.41,94.0
2024-11-08,The Sound of Music,1965,https://boxd.it/1MLK,3.0,4.15,174.0
2024-11-08,Austin Powers: The Spy Who Shagged Me,1999,https://boxd.it/29xQ,2.5,3.29,95.0
2024-11-08,Austin Powers in Goldmember,2002,https://boxd.it/29xG,2.5,3.01,94.0
2024-11-08,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/5RFA,4.5,4.0,120.0
2024-11-08,Dogma,1999,https://boxd.it/284e,3.5,3.52,130.0
2024-11-12,The Penguin,2024,https://boxd.it/QkIU,4.5,4.47,466.0
2024-11-15,Man of Steel,2013,https://boxd.it/FRk,2.5,3.02,143.0
2024-11-21,Interstate 60,2002,https://boxd.it/1DIs,3.5,3.56,116.0
2024-11-23,Wicked,2024,https://boxd.it/e8ME,2.5,3.99,160.0
2024-11-25,ted,2024,https://boxd.it/KN1y,3.5,3.75,288.0
2024-11-29,"Crouching Tiger, Hidden Dragon",2000,https://boxd.it/2b1M,3.0,4.04,120.0
2024-11-29,Spider-Man 3,2007,https://boxd.it/2a7Y,2.5,3.09,139.0
2024-11-29,Spider-Man 2,2004,https://boxd.it/2a88,3.0,3.9,127.0
2024-11-29,Spider-Man,2002,https://boxd.it/2a8i,2.5,3.78,121.0
2024-12-02,How to Train Your Dragon: The Hidden World,2019,https://boxd.it/5a9w,3.0,3.68,104.0
2024-12-02,Hot Frosty,2024,https://boxd.it/NeBM,2.0,2.01,90.0
2024-12-04,The Lord of the Rings,2003,https://boxd.it/2b5Y,5.0,4.57,
2024-12-04,The Shawshank Redemption,1994,https://boxd.it/2aHi,5.0,4.55,142.0
2024-12-04,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,5.0,4.39,179.0
2024-12-05,Christmas on Windmill Way,2023,https://boxd.it/HwaC,0.5,1.79,84.0
2024-12-06,The Adam Project,2022,https://boxd.it/q2Dg,3.0,2.93,106.0
2024-12-09,Soul Music,1997,https://boxd.it/MFKO,3.5,3.39,175.0
2024-12-13,Round and Round,2023,https://boxd.it/ILLK,3.5,3.4,84.0
2024-12-16,Accident Man: Hitman's Holiday,2022,https://boxd.it/xb9o,1.5,3.08,96.0
2024-12-19,The Losers,2010,https://boxd.it/1ddo,3.0,2.78,97.0
2024-12-23,Die Hard,1988,https://boxd.it/2a7u,4.5,4.07,132.0
2024-12-31,Glass Onion,2022,https://boxd.it/oCkK,4.5,3.45,140.0
2024-12-31,Gods of Egypt,2016,https://boxd.it/6aje,3.0,1.93,127.0
2025-01-02,A Grand Day Out,1989,https://boxd.it/2acu,4.5,4.11,23.0
2025-01-02,The Wrong Trousers,1993,https://boxd.it/2ack,5.0,4.25,30.0
2025-01-02,A Close Shave,1995,https://boxd.it/2aca,3.5,4.1,30.0
2025-01-02,A Matter of Loaf and Death,2008,https://boxd.it/1O4S,3.5,3.73,30.0
2025-01-02,Wallace & Gromit: The Curse of the Were-Rabbit,2005,https://boxd.it/2ac0,3.5,3.77,85.0
2025-01-02,Wallace & Gromit: Vengeance Most Fowl,2024,https://boxd.it/z14C,3.5,4.03,79.0
2023-07-20,Mission: Impossible – Dead Reckoning Part One,2023,https://boxd.it/l7zS,4.0,3.74,164.0
2021-10-22,The Mitchells vs. The Machines,2021,https://boxd.it/i7xm,2.5,3.88,110.0
2020-08-07,Spider-Man: Far from Home,2019,https://boxd.it/fegG,3.5,3.37,129.0
2020-08-08,The Godfather: Part II,1974,https://boxd.it/2aNq,2.5,4.59,202.0
2021-06-23,Die Hard: With a Vengeance,1995,https://boxd.it/28zG,3.0,3.68,128.0
2022-04-10,"tick, tick...BOOM!",2021,https://boxd.it/jz2e,3.5,3.82,115.0
